post_id,title,price,neighborhood,map_address,street_address,latitude,longitude,data_accuracy,posted,updated,available,housing_type,bedrooms,bathooms,laundry,parking,sqft,flooring,rent_period,app_fee,broker_fee,cats_ok,dogs_ok,no_smoking,furnished,wheelchair_access,AC,EV_charging,posting_body,images,url
7330618526,"Luxurious 1 Bedroom in Lincoln Park! Balcony, Granite, SS,W/D in...",2599, (Lincoln Park),NA,NA,41.9209,-87.7043,22,2021-06-02 09:55,2021-06-05 21:01,NA,apartment,1BR,1Ba,w/d in unit,attached garage,715ft2,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,"  QR Code Link to This Post   PROPERTY INFO ID: 47257288Rent: $2,599 / MonthBeds: 1Bath: 1Pet: Pet FriendlyParking:: attached garage Price reflects current specials and promotions!  For quickest response -Call/Text: (773)595-8939 -Respond directly to this ad  Please provide the following information -Your Full Name -Email/Phone number -Move in date -Any Pets you will be bringing -Parking  We work with most downtown managed rentals! Let me know what you're looking for, and I can provide you with your best options!  Break out from the norm with this mixed-use, urban mid-rise that combines luxury apartment living with a host of on-site restaurants and shops, including a Mariano’s market and an ArcLight Cinema. Dine out without having to go anywhere by enjoying Nando’s Peri-Peri, Yard House or The Melt. The options for food and shopping are endless around this 2015 blockbuster development-there’s even an Apple store across the street! When you need to get away, the CTA Red Line stop is less than a block away and you’re a short drive to I-90/94 off of North Ave.  When you’re not conquering the neighborhood, inside you have a 24-hour fitness center, outdoor lounge with fire pit and grilling area, outdoor pool and spa and theatre room with 90” television. It’s all part of this 100% smoke-free property with 24-hour security door staff.  It’s easy to get excited about a sophisticated urban layout with balconies. These contemporary designs have 9-10’ ceilings, plank flooring throughout and washers and dryers in every unit. Kitchens include quartz countertops and stainless appliances with espresso cabinets, while baths showcase ceramic tile and stand up glass showers. Each unit is also wired with CAT-6 cable in the living room, bedroom and computer niche.  Parking is available on-site at an additional charge. Cats and dogs are accepted throughout (dog breed restrictions apply, but there is no weight limit) and there is a dog run for your furry friend.   FEATURESBalcony-All UnitsCentral Air-YesDishwasher-AllDogs-No Weight LimitFlooring-Hardwood OnlyLaundry- W/D In UnitLuxury PropertyPool-OutdoorSecurity-24 Hour DoormanSmoking-NoStove-Gas  Trung Nguyen (773)595-8939 HotSpot Rentals(License #481.011892)    Disclaimer: Pricing, availability, and specials are subject to change at any time and without notice. Photos may be of various model units and apartment availability and lease terms may vary. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square    ","['https://images.craigslist.org/01414_lyuWgWOXF1tz_0g80aL_600x450.jpg', 'https://images.craigslist.org/00k0k_daOtOKT6j0qz_0g80aL_600x450.jpg', 'https://images.craigslist.org/00Z0Z_eOCIX2LXadcz_0g80aL_600x450.jpg', 'https://images.craigslist.org/00H0H_9PfFQ9NQr96z_0g80aL_600x450.jpg', 'https://images.craigslist.org/00101_l1pvLkQvEsMz_0g80aL_600x450.jpg', 'https://images.craigslist.org/00U0U_e1bdOgoqRTqz_0g80aL_600x450.jpg', 'https://images.craigslist.org/00b0b_djThDoBGicYz_0g80aL_600x450.jpg', 'https://images.craigslist.org/00303_8uWOLnIUWCNz_0fJ0au_600x450.jpg', 'https://images.craigslist.org/00l0l_avqE5A20eC4z_0g10aG_600x450.jpg', 'https://images.craigslist.org/00y0y_jkLElrmKQe5z_0g80aL_600x450.jpg', 'https://images.craigslist.org/00q0q_hvBoN8y80fJz_0g80aL_600x450.jpg', 'https://images.craigslist.org/00C0C_cSW15OPDBwbz_0g80aL_600x450.jpg', 'https://images.craigslist.org/00p0p_8BBe6k1NV2Tz_0g80aL_600x450.jpg']",https://chicago.craigslist.org/chc/apa/d/chicago-luxurious-bedroom-in-lincoln/7330618526.html
7330619185,2BED/2BTH W/WASHER & DRYER IN UNIT - apts/housing for rent -...,2250, (South Loop),East 21st St near S Indiana,East 21st St ,41.854233,-87.622151,15,2021-06-02 09:56,2021-06-03 21:54,2021-08-15,apartment,2BR,2Ba,w/d in unit,off-street parking,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,"  QR Code Link to This Post   PROPERTY INFO ID: 254045428Rent: $2,250 / MonthBeds: 2Bath: 2Available Date: 8/15/2021Pet: Pet FriendlyRent Includes:: Water, Hot Water, InternetParking:: off-street Se Abla Espanol This hard to find HUGH 2 bed 2 bath unit in the South Loop READY AUGUST 15!  Not only is it over 1000 sq ft, it has in unit washer and dryer and rent includes Wi-Fi!  Work out room and bike room on the first floor for your convenience and a gated parking lot for rent. Vaulted ceilings with exposed brick and roof top deck are all just part of the perks here at Vesta Lofts.  This unit will not last long on the market!  Patricia Forde Leasing Consultant Landstar Realty Group 1611 W. Montrose Ave Chicago, Il 60613    Landstar Realty Group is an equal opportunity housing provider. All properties advertised on this website are subject to the Federal Fair Housing Act, the Illinois Human Rights Act, and the Chicago Residential Landlord Tenant Ordinance. We are committed to upholding the purpose and spirit of these policies.    ","['https://images.craigslist.org/00O0O_8FcueCfnD2Xz_0x20eS_600x450.jpg', 'https://images.craigslist.org/00i0i_fH8NHu0Oirfz_0x20eS_600x450.jpg', 'https://images.craigslist.org/00j0j_adUQNDPCI0Oz_0eS0x2_600x450.jpg', 'https://images.craigslist.org/01616_fQlHy8uX1mTz_0eS0x2_600x450.jpg', 'https://images.craigslist.org/00202_l4PMAiq2KP2z_0eS0x2_600x450.jpg', 'https://images.craigslist.org/01717_iQNGjBYDImnz_0x20eS_600x450.jpg', 'https://images.craigslist.org/00m0m_1lMIjFzLZAYz_0eS0x2_600x450.jpg', 'https://images.craigslist.org/00G0G_bwCG65jxggHz_0x20m3_600x450.jpg', 'https://images.craigslist.org/00R0R_cpOhui66h1Kz_0x20m3_600x450.jpg', 'https://images.craigslist.org/00C0C_1jdraWLF1wUz_0x20m3_600x450.jpg', 'https://images.craigslist.org/00K0K_iKddNigOBe6z_0x20m3_600x450.jpg', 'https://images.craigslist.org/00J0J_ilLU3RKUqZNz_0x20m3_600x450.jpg', 'https://images.craigslist.org/00Z0Z_ffjEHrLvk6cz_0x20m3_600x450.jpg', 'https://images.craigslist.org/00k0k_lTnZ7cU2yMvz_0x20m3_600x450.jpg', 'https://images.craigslist.org/00x0x_5VGvgesTEnTz_0c60g8_600x450.jpg', 'https://images.craigslist.org/01414_7YpMutKIin1z_0x20m3_600x450.jpg', 'https://images.craigslist.org/00A0A_2dtAlT9zXMbz_0cc0gg_600x450.jpg', 'https://images.craigslist.org/00I0I_62J77Fs10diz_0cc0gg_600x450.jpg']",https://chicago.craigslist.org/chc/apa/d/chicago-2bed-2bth-washer-dryer-in-unit/7330619185.html
7330623280,"Studio in South Loop right on Michigan Ave! WD in unit, SS, HWF! -...",1961, (South Loop),NA,NA,41.8713,-87.6277,22,2021-06-02 10:02,2021-06-05 21:01,NA,apartment,0BR,1Ba,w/d in unit,attached garage,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,"  QR Code Link to This Post   PROPERTY INFO ID: 133695158Rent: $1,961 / MonthBeds: 0Bath: 1Pet: Pet FriendlyParking:: attached garage Price reflects current specials and promotions!  For quickest response -Call/Text: (773)595-8939 -Respond directly to this ad  Please provide the following information -Your Full Name -Email/Phone number -Move in date -Any Pets you will be bringing -Parking  We work with most downtown managed rentals! Let me know what you're looking for, and I can provide you with your best options!  This glassy high rise offers upscale conveniences and accommodations, with the bonus of Grant Park and Lake Michigan at your doorstep. The Shops at Roosevelt Collection is a short walk, in addition to accessing Trader Joe’s and Jewel Osco along the way. Lakeshore Drive is quick access, easily connecting you to I-90/94 and I-290. The CTA redline is also a mere 5-minute walk for quick access.   Upon entering each unit, you’re greeted with a large living space, gleaming hardwood flooring and oversized windows offering sweeping views of the city and park. High-end finishes with in-unit W/D and spacious closets round off each kitchen and bathroom to provide sleek, clean and streamlined apartments.   Cats and dogs are welcome, there are breed restrictions. Parking is available at an additional cost.   FEATURESBalcony-Some UnitsCentral Air-YesDishwasher-AllDogs-No Weight LimitFitness CenterFlooring-Hardwood OnlyLaundry- W/D In UnitLuxury PropertyNew PropertyPool-IndoorSecurity-24 Hour DoormanSmoking-NoStove-Gas  Trung Nguyen (773)595-8939 HotSpot Rentals(License #481.011892)    Disclaimer: Pricing, availability, and specials are subject to change at any time and without notice. Photos may be of various model units and apartment availability and lease terms may vary. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square    ","['https://images.craigslist.org/00R0R_h9PI8xkpZXez_0x20jB_600x450.jpg', 'https://images.craigslist.org/00C0C_kMjDY0xpRh5z_0oc0gf_600x450.jpg', 'https://images.craigslist.org/00O0O_gQ9nLkaytUxz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00303_jCkQhHfwSVJz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00Z0Z_fWfIP5f95VGz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00e0e_bUfUPzTzKAiz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00w0w_d4pEKoYEFSnz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00u0u_3LoWnMpbgypz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00f0f_jn8w0rGDXhqz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00S0S_i2gHwi3Xzdxz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00m0m_apYl0NtW0ZLz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00101_eL5l26INlAcz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00w0w_1qmU9zUl8rKz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00000_e5jvl9VNyQoz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00u0u_2iUiDWY8Shpz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/01616_dpHC7aKcZvxz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00T0T_6E0O2vLSs8vz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/01414_cnSVFClfSspz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00U0U_12OPgLWAUmAz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00q0q_8O9iKQ86YHEz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00Q0Q_l8eCtcNLpDDz_0wg0ka_600x450.jpg', 'https://images.craigslist.org/00y0y_9zA3jhp1bMfz_0x20kC_600x450.jpg']",https://chicago.craigslist.org/chc/apa/d/chicago-studio-in-south-loop-right-on/7330623280.html
7330624474,Logan Square 1 bedroom Spacious - apts/housing for rent - apartment...,1150, (2606 N. St. Louis),St. Louis near Wrightwood,St. Louis ,41.928231,-87.714656,15,2021-06-02 10:04,2021-06-02 12:02,2021-06-03,apartment,1BR,1Ba,laundry in bldg,street parking,750ft2,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,"  QR Code Link to This Post   One bedroom apartment with lots of vintage charm in Logan Square with Hardwood Floors. The apartment is a 5 minute walk to the Logan Square Blue Line stop and the Farmer's Market. Dine-in kitchen with pantry and bedroom that easily fits a queen bed. Quiet side-street (on St. Louis at Wrightwood) with plenty of permit-free street parking.   - HEAT INCLUDED.  - On-site Laundry.  - Wi-Fi included - Close to great restaurants, grocery  shopping and transportation.  - Pet friendly  - Rent $1150 per month.  If interested best contact to call Bill at 312-719-3621 ","['https://images.craigslist.org/00n0n_fIIr1zmtTNPz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00w0w_5xCHMs8lixCz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00404_jsSGAWqkNs7z_0CI0t2_600x450.jpg', 'https://images.craigslist.org/01010_82pAxhBjWPFz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00M0M_jxDABsrW1cAz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/01111_UUGvshfncGz_0CI0t2_600x450.jpg']",https://chicago.craigslist.org/chc/apa/d/chicago-logan-square-bedroom-spacious/7330624474.html
7330624829,"Upgraded 2 bed / 2 bath! Character, style, and modern amenities! -...",1590, (Arlington Heights),NA,NA,42.0639,-87.9856,22,2021-06-02 10:05,NA,2021-07-20,apartment,2BR,2Ba,laundry in bldg,off-street parking,924ft2,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,"  QR Code Link to This Post   Residences at Arlington Heights2134 S Goebbert Rd Arlington Heights, IL 60005A wonderful home in Arlington Heights is waiting for you!We currently have a gorgeous 2 bedroom 2 bathroom renting for $1565 - $1976 per month. This unit comes with 924 sq ft. YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME!  Start your next chapter at The Residences at Arlington Heights and prepare to indulge in our top-of-the-line amenities. Our residents can also enjoy access to a playground and gazebo. At The Residences at Arlington Heights, there's something for everyone!The O'Hare is a spacious two bedroom, two bath unit type with a large dining room and either a patio or balcony off of the living room.(847) 305-3424Community Highlights:● Cabana● Controlled Access● Grill● Laundry Facility● Online Payments Available● Planned Social Activities● Playground● Renters Insurance Program● Walking/Biking Trails● Wi-Fi at Pool and Clubhouse● 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment● 24-Hour Emergency Maintenance● 48-Hour Maintenance Commitment● Brand New Luxurious Clubhouse● Gameroom and 2-Lane Bowling Alley● Ice Skating Rink **Winter Only● Pet-Friendly Large Dogs Accepted● Resort Style Heated Pool Surrounded by Relaxing Chaise FurnishingsUnit Highlights:● Balcony, Deck or Patio● Dining Room or Eat-in Kitchen● Dishwasher● Heat and Air Conditioning● Stainless Steel Appliances● Upgraded Cabinets● Walk-in Closets● Wood FloorsContact: (847) 305-3424 Website: https://www.theresidencesatarlingtonheights.com/Leasing Options: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-MonthPet Policy: Breed Restriction;Weight Restriction;Available in select buildings. We charge a $350 fee per pet. We also charge $35 for pet rent for each pet monthly.   Pet Types: Cats and Dogs  Breed restrictions apply.  Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 Management: JRK Property Holdings  EQUAL HOUSING OPPORTUNITY32E5EC2EB8714CD    ","['https://images.craigslist.org/00202_dQMwrqgx5dyz_0uY0kE_600x450.jpg', 'https://images.craigslist.org/01010_hVy8c59dWOyz_0uY0kE_600x450.jpg', 'https://images.craigslist.org/01313_bzI9h3kLlCBz_0uY0kG_600x450.jpg', 'https://images.craigslist.org/00f0f_7VhMm7II97kz_0uY0kG_600x450.jpg', 'https://images.craigslist.org/00Y0Y_6yJaoLqFldrz_0uY0kG_600x450.jpg', 'https://images.craigslist.org/00s0s_4Fli37rv2jPz_0uY0kD_600x450.jpg', 'https://images.craigslist.org/00x0x_2NTHO1B13ogz_0uY0kF_600x450.jpg', 'https://images.craigslist.org/00m0m_luE5rJecKlVz_0uY0kG_600x450.jpg', 'https://images.craigslist.org/00y0y_dymySraZ9bBz_0uY0kD_600x450.jpg', 'https://images.craigslist.org/00M0M_jklRP16d0K4z_0uY0kG_600x450.jpg', 'https://images.craigslist.org/00G0G_dhvDnIUDyerz_0uY0kE_600x450.jpg', 'https://images.craigslist.org/00505_4gp8P7YfWzcz_0uY0kG_600x450.jpg', 'https://images.craigslist.org/00w0w_dphp93wl7ahz_0uY0kE_600x450.jpg', 'https://images.craigslist.org/00d0d_bLK4un8uVPwz_0uY0kG_600x450.jpg', 'https://images.craigslist.org/00Z0Z_l7fdrnljgmkz_0uY0kD_600x450.jpg', 'https://images.craigslist.org/00z0z_jXRWhAxkkGLz_0uY0kG_600x450.jpg', 'https://images.craigslist.org/00h0h_injmBMZ08Kgz_0uY0kE_600x450.jpg', 'https://images.craigslist.org/00d0d_9bmxNLR5kq9z_0uY0kG_600x450.jpg', 'https://images.craigslist.org/00R0R_el5MwGqWkGLz_0uY0kG_600x450.jpg', 'https://images.craigslist.org/00Q0Q_lG9bWPcsnZZz_0uY0kE_600x450.jpg', 'https://images.craigslist.org/00g0g_bJp9GSdx0V0z_0uY0kD_600x450.jpg', 'https://images.craigslist.org/00a0a_6NKam8xrW3Zz_0nd0hq_600x450.jpg', 'https://images.craigslist.org/00202_bMv9Cz9LiG7z_0uY0kE_600x450.jpg', 'https://images.craigslist.org/00A0A_gtszBgWE6Cz_0uY0kD_600x450.jpg']",https://chicago.craigslist.org/nwc/apa/d/arlington-heights-upgraded-bed-bath/7330624829.html
7330624984,1 bed/1bath-Wicker Park - apts/housing for rent - apartment rent,1350, (Division/Ashland /Milwaukee),NA,NA,41.9008,-87.6528,22,2021-06-02 10:05,2021-06-08 13:11,2021-07-01,apartment,1BR,1Ba,laundry in bldg,street parking,650ft2,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,"  QR Code Link to This Post   Wicker Park  one bedroom, one bath. stainless steel appliances, dishwasher, granite countertop, hardwood floors, bathroom, good sized bedroom closet, central heat and AC, laundry in the building, short walk to Division Street restaurants, shops and more! possibly furnished! Walking distance to Division Blue Line, 5 min to Expressway  Owner pays for trash, sewer, and water. Great location a block away from the Division blue line stop and all Wicker Park entertainment, credit check $35 non refundable, must have a minimum credit score of 650, one year lease, available  July1 $35 non refundable application fee. Please call 847 757-4998    ","['https://images.craigslist.org/00y0y_8keSPbYmYnOz_0lM0t2_600x450.jpg', 'https://images.craigslist.org/00r0r_QJTZXMkMLjz_0lM0t2_600x450.jpg', 'https://images.craigslist.org/00h0h_gLDTpZD3pWaz_0lM0t2_600x450.jpg', 'https://images.craigslist.org/00N0N_2MjBDaXhAASz_0lM0t2_600x450.jpg', 'https://images.craigslist.org/00k0k_fyQA0J1Cfd1z_0lM0t2_600x450.jpg', 'https://images.craigslist.org/00K0K_3eynxafTrfgz_0lM0t2_600x450.jpg', 'https://images.craigslist.org/00C0C_ec6uvgDIYpdz_0lM0t2_600x450.jpg', 'https://images.craigslist.org/00A0A_bvlCrubhDXUz_0lM0t2_600x450.jpg', 'https://images.craigslist.org/00o0o_lwrerWZlKiMz_0lM0t2_600x450.jpg', 'https://images.craigslist.org/01111_g0eKevJa56Lz_0lM0t2_600x450.jpg']",https://chicago.craigslist.org/chc/apa/d/chicago-bed-1bath-wicker-park/7330624984.html
7330625448,"2 MONTHS RENT FREE! Pool, Parking, and Pet friendly! - apts/housing...",1755, (Downers Grove),2845 Easton Street,2845 Easton Street,41.83693,-88.032525,5,2021-06-02 10:06,NA,NA,apartment,1BR,1Ba,w/d in unit,attached garage,812ft2,NA,NA,NA,NA,yes,yes,yes,NA,yes,yes,NA,"  QR Code Link to This Post   If you are searching for high-end living in an apartment-style home and community, consider ReNew Downers Grove. Our apartments near Chicago offer a luxury living experience, giving you access to modern conveniences that are unavailable in many traditional housing options. Think about how convenient it would be to have access to numerous elements of resort-style living, all within your own community! Give us a call to schedule a tour of your new home. Luxury Amenities Beautiful Photos Floor Plan Availability Excellent Location Ready to see why residents love living in our luxurious community? Contact us today! Ask Us a Question Schedule a Tour  -Close to I-355/I-88 -Short Term Lease -Patio -Range -Microwave -On-site Maintenance -Garage -Controlled Access -Refrigerator -Pets Allowed -Individual Climate Control -Private Patio  For more information, click or copy this link: http://trinity-apt.com/renewatdownersgrove  Call Now or Text (888) 417-8060 to contact our team.    ","['https://images.craigslist.org/00B0B_bo8VKbnpzBAz_0fu08I_600x450.jpg', 'https://images.craigslist.org/00s0s_8Lvni2lauINz_0fu08I_600x450.jpg', 'https://images.craigslist.org/00v0v_5zyyOjJvZndz_0fu08I_600x450.jpg', 'https://images.craigslist.org/00N0N_1Xii9Ti6UqPz_0fu08I_600x450.jpg', 'https://images.craigslist.org/00I0I_edhdTfZa2Anz_0fu08I_600x450.jpg', 'https://images.craigslist.org/00z0z_gBNO5fSCItxz_0fu08I_600x450.jpg', 'https://images.craigslist.org/00808_e2JUhzTeCjtz_0c906Q_600x450.jpg', 'https://images.craigslist.org/00H0H_6qMV91oTKcoz_0fu08I_600x450.jpg', 'https://images.craigslist.org/00w0w_flhGDVgD9cIz_0fu08I_600x450.jpg']",https://chicago.craigslist.org/wcl/apa/d/downers-grove-months-rent-free-pool/7330625448.html
7330627149,"Lincoln Square north , 2+ bed in brick 4-flat - apts/housing for...",1400, (Foster-Lincoln),Summerdale near Rockwell,Summerdale ,41.978986,-87.69433,5,2021-06-02 10:08,2021-06-06 13:05,NA,apartment,2BR,1Ba,laundry in bldg,off-street parking,1100ft2,wood,yearly,$50 for credit ck,NA,yes,NA,yes,NA,NA,NA,NA,"  QR Code Link to This Post   Sunny and spacious 2-bed  on the top floor in a yellow brick 4-flat.Totally decorated, Large bedrooms, Hardwood floors, private basement 30 ft by 20 ft with washer and dryer, newer windows,  den, new back porch carpeting, tenant pays heat , 1- parking space included . good credit required-680+. Available July 1 or  sooner. call owner at 773-854-7042 and leave a detailed message.    ","['https://images.craigslist.org/00s0s_4eLe59ggfyhz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00n0n_eNZFrwQMNN9z_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00d0d_1iKszOHs6Sxz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00x0x_hiV1mAxfnAAz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00Z0Z_gXJXcVATOBdz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00Q0Q_92a74wPfJmmz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00J0J_89czegUODFCz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00707_2sNTq9eNsPaz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00T0T_wR0MZb8qgJz_0CI0t2_600x450.jpg']",https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-square-north-bed-in/7330627149.html
7330628100,"Studio/1bath in-unit laundry, CTA Red /Purple, WALKUP - apts/housing...",799, (Uptown),Wilson Ave. near Racine Ave.,Wilson Ave. ,41.965632,-87.659855,15,2021-06-02 10:10,2021-06-07 15:38,2021-06-07,apartment,0BR,1Ba,w/d in unit,street parking,NA,concrete,NA,NA,NA,yes,yes,yes,NA,NA,yes,NA,"  QR Code Link to This Post   Please TEXT for FASTER response!! 312-857-8306 De' Xeunxom  ACCESS to amenities: 24/7 GYM, indoor/outdoor pools, roofTOP and much MORE!! Market rate: $950-$1000 Net effective: $799-$875 (after 2 FREE month and 12+ months lease)  Studio / 1 bathroom laundry in unit, dogs and cats friendly -Studio / 1 bathroom -will fit queen size bed -concrete flooring throughout -updated kitchen with granite counter top -dark appliances (fridge, electric stove/oven and microwave) -high ceiling -heating and cooling in one unit -updated bathroom with shower -double pane window(s) -laundry in unit -2 in 1 washer/dryer unit -cross from CTA Wilson Red Line stop and Purple Line EXPRESS stop -walkup building -store front building -near City College of Chicago (Truman College) -parks nearby -lake/beach, bike path/running path -easy access in and out of Highway US 41 (Lake Shore Drive) -street parking -dogs and cats welcome (breed restriction) -near major grocery store and Target -LARGE fitness center/gym (accessible @ different building) -Roof deck (accessible @ different building) -roof top indoor pool (accessible @ different building) -roof lounge (accessible @ different building)  *SELECT unit* **Photo are for illustration purpose** ***Pricing and availability are subject to change***  North Star Real Estate Group 1249 W. Devon Ave, Chicago, IL 60660, Tel: 312-722-6773    ","['https://images.craigslist.org/00r0r_3827ODkNsFTz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00Y0Y_5ONN1O4T2ejz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00d0d_k8v4jKf7Gqcz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00o0o_5rvQ2scMv6dz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00505_bJjOYP5sekLz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00T0T_1oPylCUujsgz_0t20CI_600x450.jpg', 'https://images.craigslist.org/00A0A_YPYuXEmKZ0z_09G06s_600x450.jpg', 'https://images.craigslist.org/00i0i_co8krlxVnG1z_09G06s_600x450.jpg', 'https://images.craigslist.org/00R0R_gmiY97eAFiIz_09G06s_600x450.jpg', 'https://images.craigslist.org/01010_dCLR4ipi5mFz_09G06s_600x450.jpg', 'https://images.craigslist.org/00J0J_j7LAflmlYrrz_09G06s_600x450.jpg', 'https://images.craigslist.org/00202_ferB1KfXnL5z_09G06s_600x450.jpg', 'https://images.craigslist.org/00V0V_fG8LjEFMxwKz_09G06s_600x450.jpg', 'https://images.craigslist.org/00Y0Y_7j3Z278DLPIz_0ew0ew_600x450.jpg']",https://chicago.craigslist.org/chc/apa/d/chicago-studio-1bath-in-unit-laundry/7330628100.html
7330628348,South Loop Loft With In Unit W/D & Parking Avail. - apts/housing for...,1725, (South Loop),East 21st St near S Indiana,East 21st St ,41.854233,-87.622151,15,2021-06-02 10:11,2021-06-03 21:51,2021-07-15,apartment,1BR,1Ba,w/d in unit,off-street parking,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,"  QR Code Link to This Post   PROPERTY INFO ID: 261393109Rent: $1,725 / MonthBeds: 1Bath: 1Available Date: 07/15/2021Pet: Pet FriendlyRent Includes:: Water, Hot Water. Parking:: Parking Spot available for rent in gated off-street parking lotSe Abla Espanol Ground level 1 bedroom with a fenced in patio is available July 15th!  Renovated unit with white quartz counters in kitchen with stainless steel appliances including fridge, stove, microwave and dishwasher. In unit washer/dryer!   There is a monthly utility package that covers partial heating & cooling, wifi, water & trash. Tenants pay electric and cable. No security deposit. $400 non refundable move in fee. Pets welcome up to 40 lbs. 2 max. $250 pet fee and $15/mo pet rent. Off street parking is available for $180/mo. Building features bike storage, small fitness center and roof top grills and outdoor seating. FEATURESCable/Internet readyHardwood FloorsLaminate Flooring  Patricia Forde Leasing Consultant Landstar Realty Group 1611 W. Montrose Ave Chicago, Il 60613    Landstar Realty Group is an equal opportunity housing provider. All properties advertised on this website are subject to the Federal Fair Housing Act, the Illinois Human Rights Act, and the Chicago Residential Landlord Tenant Ordinance. We are committed to upholding the purpose and spirit of these policies.    ","['https://images.craigslist.org/01414_5NsO54IqOsEz_0g40x2_600x450.jpg', 'https://images.craigslist.org/01212_lMcsqX5b0vpz_0g40x2_600x450.jpg', 'https://images.craigslist.org/00F0F_eTuPgqOSNKBz_0g40x2_600x450.jpg', 'https://images.craigslist.org/00O0O_lioF7xmL6yVz_0g40x2_600x450.jpg', 'https://images.craigslist.org/00F0F_fXU6ncxSvZaz_0g40x2_600x450.jpg', 'https://images.craigslist.org/00o0o_RMAzY7JfKpz_0g40x2_600x450.jpg', 'https://images.craigslist.org/00d0d_5ZPYCxGJQfwz_0cc0gg_600x450.jpg']",https://chicago.craigslist.org/chc/apa/d/chicago-south-loop-loft-with-in-unit-d/7330628348.html
